make_model,Price,Registration Date,COE Remaining,Manufactured,Mileage,No. of Owners,Transmission,Engine Capacity,fuel_type,COE,OMV,Paper Value,Depreciation,Type
MITSUBISHI OUTLANDER 2.0A,"$116,800   ",24-Jul-2020,9yrs 2mths 5days,2020,"14,600 km",1,Auto,"1,998 cc",,"$35,889","$21,048","$49,070","$11,550 / year",SUV
AUDI A3 SEDAN 1.0A TFSI S-TRONIC,"$77,800   ",31-Mar-2017,5yrs 10mths 12days,2016,"89,000 km",1,Auto,999 cc,,"$51,765","$24,582","$42,690","$11,860 / year",Luxury Sedan
MASERATI GRANTURISMO CAMBIOCORSA (COE TILL 11/2029),"$150,888   ",18-Nov-2009,8yrs 5mths 30days,2009,"150,000 km",More than 6,Auto,"4,691 cc",,"$39,129","$120,511","$33,286","$17,740 / year",Sports Car
BMW 1 SERIES 120I CABRIOLET (COE TILL 11/2028),"$57,900   ",07-Nov-2008,7yrs 5mths 19days,2008,"88,000 km",2,Auto,"1,995 cc",,"$32,121","$32,596","$24,016","$7,740 / year",Sports Car
MERCEDES-BENZ E-CLASS E230 (COE TILL 11/2027),"$52,900   ",10-Dec-2007,6yrs 6mths 12days,2007,"110,000 km",2,Auto,"2,497 cc",,"$50,168","$52,847","$32,808","$8,090 / year",Luxury Sedan
TOYOTA WISH 1.8A X (COE TILL 07/2024),"$29,800   ",30-Jul-2009,3yrs 2mths 11days,2009,"126,113 km",4,Auto,"1,797 cc",,"$21,443","$21,883","$6,862","$9,310 / year",MPV
MERCEDES-BENZ A-CLASS A160 (COE TILL 04/2029),"$57,900   ",25-Sep-2001,7yrs 11mths 12days,2001,"196,000 km",2,Auto,"1,598 cc",,"$26,175","$24,884","$20,825","$7,280 / year",Hatchback
TOYOTA COROLLA ALTIS 1.6A ELEGANCE (COE TILL 12/2030),"$60,999   ",11-Jan-2011,9yrs 7mths 13days,2010,"100,234 km",2,Auto,"1,598 cc",,"$37,303","$16,286","$35,913","$6,340 / year",Mid-Sized Sedan
VOLVO S60 T5,"$109,800   ",15-Oct-2018,7yrs 4mths 26days,2018,"29,000 km",1,Auto,"1,969 cc",,"$31,301","$26,813","$45,360","$12,820 / year",Luxury Sedan
TOYOTA YARIS CROSS 1.5 G,"$105,800   ",02-Mar-2021,9yrs 9mths 11days,2020,50 km,1,Auto,"1,490 cc",,"$42,000","$23,193","$48,229","$10,320 / year",SUV
MITSUBISHI LANCER 1.6M GLX (COE TILL 10/2023),"$19,888   ",22-Oct-2008,2yrs 5mths 3days,2008,"190,000 km",5,Manual,"1,584 cc",,"$15,142","$11,312","$3,676","$8,190 / year",Mid-Sized Sedan
MITSUBISHI EVOLUTION 9 MR RS (COE TILL 01/2027),"$152,000   ",27-Jan-2007,5yrs 8mths 8days,2006,"110,000 km",More than 6,Manual,"1,997 cc",,"$52,660","$29,063","$29,995","$26,690 / year",Sports Car
PORSCHE 911 CARRERA 4 COUPE 3.6A PDK (COE TILL 04/2029),"$240,888   ",23-Sep-2009,7yrs 11mths 12days,2008,"99,000 km",3,Auto,"3,614 cc",,"$35,411","$133,504","$28,174","$30,280 / year",Sports Car
NISSAN QASHQAI 2.0A PREMIUM MOONROOF,"$60,900   ",20-Nov-2015,4yrs 6mths 1day,2015,"80,000 km",1,Auto,"1,997 cc",,"$59,889","$19,333","$40,541","$11,360 / year",SUV
PORSCHE CAYENNE COUPE 3.0A,"$420,988   ",16-Apr-2021,9yrs 10mths 28days,2020,652 km,1,Auto,"2,995 cc",,"$45,001","$106,258","$167,068","$34,230 / year",SUV
PORSCHE CAYENNE 3.0A TIP,"$398,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"2,995 cc",,"$46,002","$98,900","$158,101","$32,690 / year",SUV
TOYOTA COROLLA HYBRID 1.8A ASCENT SPORT,"$123,988   ",15-Apr-2021,9yrs 10mths 27days,2020,652 km,1,Auto,"1,798 cc",Petrol-Electric,"$47,001","$28,053","$58,795","$11,690 / year",Mid-Sized Sedan
MERCEDES-BENZ GLC-CLASS GLC300 MILD HYBRID AMG LINE PREMIUM PLUS,"$263,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"1,991 cc",,"$46,002","$59,328","$104,679","$22,660 / year",SUV
TOYOTA YARIS CROSS HYBRID 1.5A X,"$109,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"1,490 cc",,"$40,556","$26,395","$50,654","$10,400 / year",SUV
MAZDA 2 HB 1.5A R (COE TILL 03/2024),"$20,800   ",16-Mar-2009,2yrs 9mths 26days,2008,"143,000 km",4,Auto,"1,498 cc",,"$12,763","$16,304","$3,609","$7,360 / year",Hatchback
HONDA CIVIC 1.6A VTI (COE TILL 06/2023),"$20,800   ",01-Jul-2008,2yrs 1mth 12days,2008,"134,800 km",6,Auto,"1,595 cc",,"$19,107","$19,096","$4,046","$9,820 / year",Mid-Sized Sedan
TOYOTA HARRIER 2.0A M-GRADE TURBO,"$139,800   ",02-Nov-2020,9yrs 5mths 14days,2019,"6,200 km",1,Auto,"1,998 cc",,"$40,990","$30,808","$65,138","$12,920 / year",SUV
MERCEDES-BENZ A-CLASS A200,"$53,800   ",28-Apr-2014,2yrs 11mths 9days,2014,"54,000 km",2,Auto,"1,595 cc",,"$72,290","$25,864","$32,217","$15,180 / year",Hatchback
PORSCHE CAYENNE 3.0A TIP,"$398,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"2,995 cc",,"$46,002","$98,900","$158,101","$32,690 / year",SUV
TOYOTA COROLLA HYBRID 1.8A ASCENT SPORT,"$123,988   ",15-Apr-2021,9yrs 10mths 27days,2020,652 km,1,Auto,"1,798 cc",Petrol-Electric,"$47,001","$28,053","$58,795","$11,690 / year",Mid-Sized Sedan
MERCEDES-BENZ GLC-CLASS GLC300 MILD HYBRID AMG LINE PREMIUM PLUS,"$263,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"1,991 cc",,"$46,002","$59,328","$104,679","$22,660 / year",SUV
TOYOTA YARIS CROSS HYBRID 1.5A X,"$109,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"1,490 cc",,"$40,556","$26,395","$50,654","$10,400 / year",SUV
MAZDA 2 HB 1.5A R (COE TILL 03/2024),"$20,800   ",16-Mar-2009,2yrs 9mths 26days,2008,"143,000 km",4,Auto,"1,498 cc",,"$12,763","$16,304","$3,609","$7,360 / year",Hatchback
MITSUBISHI OUTLANDER 2.0A,"$116,800   ",24-Jul-2020,9yrs 2mths 5days,2020,"14,600 km",1,Auto,"1,998 cc",,"$35,889","$21,048","$49,070","$11,550 / year",SUV
TOYOTA NOAH HYBRID 1.8A X,"$143,988   ",29-Jul-2020,9yrs 2mths 10days,2020,60 km,1,Auto,"1,797 cc",Petrol-Electric,"$35,889","$33,775","$54,982","$14,060 / year",MPV
MERCEDES-BENZ G-CLASS G63 AMG 4MATIC,"$635,800   ",18-Mar-2020,8yrs 9mths 27days,2019,180 km,1,Auto,"3,982 cc",,"$37,705","$158,491","$226,278","$57,400 / year",SUV
LEXUS RX350 LUXURY SUNROOF,"$168,800   ",01-Sep-2016,5yrs 3mths 13days,2016,"84,000 km",1,Auto,"3,456 cc",,"$58,201","$71,651","$106,520","$22,360 / year",SUV
BMW 5 SERIES 523I (COE TILL 01/2031),"$95,800   ",24-Jan-2011,9yrs 8mths 5days,2010,"154,888 km",3,Auto,"2,497 cc",,"$42,683","$38,395","$41,362","$9,890 / year",Luxury Sedan
PORSCHE CAYENNE 3.0A TIP,"$398,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"2,995 cc",,"$46,002","$98,900","$158,101","$32,690 / year",SUV
TOYOTA COROLLA HYBRID 1.8A ASCENT SPORT,"$123,988   ",15-Apr-2021,9yrs 10mths 27days,2020,652 km,1,Auto,"1,798 cc",Petrol-Electric,"$47,001","$28,053","$58,795","$11,690 / year",Mid-Sized Sedan
MERCEDES-BENZ GLC-CLASS GLC300 MILD HYBRID AMG LINE PREMIUM PLUS,"$263,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"1,991 cc",,"$46,002","$59,328","$104,679","$22,660 / year",SUV
TOYOTA YARIS CROSS HYBRID 1.5A X,"$109,988   ",14-Apr-2021,9yrs 10mths 26days,2020,652 km,1,Auto,"1,490 cc",,"$40,556","$26,395","$50,654","$10,400 / year",SUV
MAZDA 2 HB 1.5A R (COE TILL 03/2024),"$20,800   ",16-Mar-2009,2yrs 9mths 26days,2008,"143,000 km",4,Auto,"1,498 cc",,"$12,763","$16,304","$3,609","$7,360 / year",Hatchback
MERCEDES-BENZ GLC-CLASS GLC43 COUPE AMG 4MATIC PREMIUM SUNROOF,"$234,988   ",10-Aug-2018,7yrs 2mths 22days,2017,"39,000 km",1,Auto,"2,996 cc",,"$33,900","$74,296","$103,819","$25,180 / year",SUV
TOYOTA VIOS 1.5A E (COE TILL 09/2024),"$25,500   ",29-Sep-2009,3yrs 4mths 10days,2009,"222,000 km",3,Auto,"1,497 cc",,"$14,743","$12,717","$4,964","$7,570 / year",Mid-Sized Sedan
TOYOTA SIENTA 1.5A G,"$57,800   ",24-Jun-2016,5yrs 1mth 5days,2015,"180,800 km",1,Auto,"1,496 cc",,"$55,200","$23,026","$38,837","$9,930 / year",MPV
MAZDA 3 1.5A DELUXE,"$71,900   ",26-Apr-2018,6yrs 11mths 7days,2018,"20,420 km",1,Auto,"1,496 cc",,"$37,000","$18,258","$39,381","$9,040 / year",Mid-Sized Sedan
HONDA CIVIC 1.6A VTI,"$86,800   ",12-Dec-2018,7yrs 6mths 23days,2018,"56,000 km",1,Auto,"1,597 cc",,"$28,199","$19,964","$36,327","$10,140 / year",Mid-Sized Sedan
ALPINE A110 1.8A PURE,"$204,999   ",18-Jul-2019,8yrs 1mth 29days,2019,"26,123 km",1,Auto,"1,798 cc",,"$48,010","$52,000","$88,424","$21,080 / year",Sports Car
PORSCHE CAYENNE 3.0A TIP,"$366,623   ",17-Sep-2020,9yrs 3mths 29days,2019,37 km,1,Auto,"2,995 cc",,"$32,801","$93,347","$135,645","$31,770 / year",SUV
CITROEN C5 1.6A E-HDI,"$39,800   ",30-Jun-2014,3yrs 1mth 11days,2013,"99,813 km",2,Auto,"1,560 cc",Diesel,"$60,002","$27,356","$28,652","$10,310 / year",Luxury Sedan
MERCEDES-BENZ S-CLASS S500L,"$235,800   ",06-Feb-2015,3yrs 8mths 18days,2014,"40,000 km",3,Auto,"4,663 cc",,"$72,002","$137,496","$169,479","$33,860 / year",Luxury Sedan
TOYOTA VIOS 1.5M E (COE TILL 06/2029),"$57,500   ",26-Jun-2009,8yrs 1mth 7days,2009,"194,000 km",2,Manual,"1,497 cc",,"$29,839","$11,860","$24,198","$7,090 / year",Mid-Sized Sedan
BMW 5 SERIES 535I (COE TILL 08/2030),"$99,800   ",09-Sep-2010,9yrs 3mths 13days,2010,"150,000 km",5,Auto,"2,979 cc",,"$32,914","$54,195","$30,587","$10,740 / year",Luxury Sedan
BMW 2 SERIES 216I ACTIVE TOURER,"$99,888   ",28-Nov-2018,7yrs 6mths 9days,2018,"24,800 km",2,Auto,"1,499 cc",,"$25,000","$29,536","$43,849","$11,040 / year",Hatchback
TOYOTA SIENTA 1.5A ELEGANCE,"$68,800   ",20-Apr-2017,5yrs 11mths 1day,2017,"59,000 km",2,Auto,"1,496 cc",,"$51,765","$19,466","$45,261","$9,970 / year",MPV
TOYOTA COROLLA AXIO 1.5A G,"$58,800   ",18-Apr-2017,5yrs 10mths 30days,2016,"65,000 km",1,Auto,"1,496 cc",,"$52,000","$17,532","$36,422","$9,300 / year",Mid-Sized Sedan
MINI ONE 1.6A (COE TILL 12/2025),"$42,800   ",29-Dec-2010,4yrs 7mths 10days,2010,"93,000 km",5,Auto,"1,598 cc",,"$18,652","$18,612","$8,611","$9,270 / year",Hatchback
MERCEDES-BENZ B-CLASS B180 SUNROOF,"$53,500   ",04-Aug-2014,3yrs 2mths 16days,2014,"94,763 km",2,Auto,"1,595 cc",,"$61,899","$26,410","$32,226","$13,700 / year",Hatchback
AUDI TT ROADSTER 2.0A TFSI (COE TILL 09/2030),"$81,999   ",13-May-2011,9yrs 4mths 12days,2010,"120,000 km",4,Auto,"1,984 cc",,"$34,935","$54,487","$32,753","$8,750 / year",Sports Car
VOLKSWAGEN SCIROCCO 1.4A TSI,"$34,800   ",05-Oct-2012,1yr 4mths 16days,2012,"159,700 km",1,Auto,"1,390 cc",,"$69,000","$26,181","$23,927","$15,720 / year",Sports Car
VOLVO S60 DIESEL D2,"$60,000   ",16-Apr-2015,3yrs 10mths 28days,2015,"17,700 km",1,Auto,"1,560 cc",Diesel,"$67,749","$29,416","$38,325","$13,010 / year",Luxury Sedan
AUDI S3 SEDAN 2.0A TFSI QUATTRO,"$133,000   ",29-Jan-2016,4yrs 8mths 10days,2015,"79,000 km",2,Auto,"1,984 cc",,"$54,920","$44,261","$63,596","$22,550 / year",Sports Car
PORSCHE CAYMAN S 3.4A TIP (COE TILL 03/2028),"$126,000   ",02-Oct-2008,6yrs 10mths 13days,2008,"93,000 km",3,Auto,"3,387 cc",,"$44,998","$88,738","$30,932","$18,330 / year",Sports Car
TOYOTA SIENTA 1.5A X,"$69,800   ",06-Apr-2017,5yrs 10mths 18days,2016,"57,000 km",2,Auto,"1,496 cc",,"$51,765","$19,522","$37,605","$11,050 / year",MPV
TOYOTA VIOS 1.5M E (COE TILL 06/2029),"$57,500   ",26-Jun-2009,8yrs 1mth 7days,2009,"194,000 km",2,Manual,"1,497 cc",,"$29,839","$11,860","$24,198","$7,090 / year",Mid-Sized Sedan
BMW 5 SERIES 535I (COE TILL 08/2030),"$99,800   ",09-Sep-2010,9yrs 3mths 13days,2010,"150,000 km",5,Auto,"2,979 cc",,"$32,914","$54,195","$30,587","$10,740 / year",Luxury Sedan
BMW 2 SERIES 216I ACTIVE TOURER,"$99,888   ",28-Nov-2018,7yrs 6mths 9days,2018,"24,800 km",2,Auto,"1,499 cc",,"$25,000","$29,536","$43,849","$11,040 / year",Hatchback
TOYOTA SIENTA 1.5A ELEGANCE,"$68,800   ",20-Apr-2017,5yrs 11mths 1day,2017,"59,000 km",2,Auto,"1,496 cc",,"$51,765","$19,466","$45,261","$9,970 / year",MPV
TOYOTA COROLLA AXIO 1.5A G,"$58,800   ",18-Apr-2017,5yrs 10mths 30days,2016,"65,000 km",1,Auto,"1,496 cc",,"$52,000","$17,532","$36,422","$9,300 / year",Mid-Sized Sedan
MINI ONE 1.6A (COE TILL 12/2025),"$42,800   ",29-Dec-2010,4yrs 7mths 10days,2010,"93,000 km",5,Auto,"1,598 cc",,"$18,652","$18,612","$8,611","$9,270 / year",Hatchback
MERCEDES-BENZ B-CLASS B180 SUNROOF,"$53,500   ",04-Aug-2014,3yrs 2mths 16days,2014,"94,763 km",2,Auto,"1,595 cc",,"$61,899","$26,410","$32,226","$13,700 / year",Hatchback
AUDI TT ROADSTER 2.0A TFSI (COE TILL 09/2030),"$81,999   ",13-May-2011,9yrs 4mths 12days,2010,"120,000 km",4,Auto,"1,984 cc",,"$34,935","$54,487","$32,753","$8,750 / year",Sports Car
NISSAN ALMERA 1.5A,"$60,800   ",29-Dec-2016,5yrs 7mths 10days,2016,"51,000 km",1,Auto,"1,498 cc",,"$49,751","$15,106","$39,272","$9,480 / year",Mid-Sized Sedan
MASERATI GRANTURISMO 4.2A,"$155,000   ",14-May-2013,1yr 11mths 25days,2013,"99,000 km",2,Auto,"4,244 cc",,"$94,890","$98,323","$72,926","$53,280 / year",Sports Car
HYUNDAI VELOSTER 1.6A,"$60,000   ",11-Jul-2016,5yrs 1mth 22days,2016,"95,000 km",1,Auto,"1,591 cc",,"$47,020","$16,389","$36,497","$10,060 / year",Hatchback
HONDA VEZEL 1.5A X,"$54,500   ",12-Jul-2016,5yrs 1mth 23days,2016,"118,000 km",3,Auto,"1,496 cc",,"$47,020","$20,973","$32,741","$9,480 / year",SUV
VOLVO XC60 T5 MOMENTUM,"$209,000   ",08-Apr-2021,9yrs 10mths 20days,2020,"3,000 km",1,Auto,"1,969 cc",,"$49,778","$36,983","$82,079","$18,910 / year",SUV
MERCEDES-BENZ C-CLASS C180 AVANTGARDE,"$90,800   ",29-Sep-2015,4yrs 4mths 10days,2015,"64,000 km",2,Auto,"1,595 cc",,"$62,101","$35,294","$52,609","$16,620 / year",Luxury Sedan
MERCEDES-BENZ CLA-CLASS CLA180 SHOOTING BRAKE URBAN,"$132,800   ",22-Aug-2019,8yrs 3mths 3days,2019,"24,000 km",1,Auto,"1,595 cc",,"$27,000","$31,888","$49,801","$13,850 / year",Stationwagon
OPEL ADAM 1.4A EASYTRONIC SWINGTOP,"$52,800   ",29-Jul-2017,6yrs 2mths 10days,2016,"62,000 km",1,Auto,"1,398 cc",,"$44,002","$19,080","$34,079","$7,790 / year",Hatchback
MERCEDES-BENZ S-CLASS S450L,"$388,800   ",02-Dec-2019,8yrs 6mths 13days,2019,"19,000 km",1,Auto,"2,996 cc",,"$41,805","$98,779","$148,075","$36,730 / year",Luxury Sedan
SEAT ALHAMBRA 2.0A TSI DSG STYLE,"$140,000   ",20-Mar-2020,8yrs 10mths 1day,2019,"13,530 km",1,Auto,"1,984 cc",,"$30,890","$36,228","$59,350","$13,420 / year",MPV
TOYOTA COROLLA ALTIS 1.6A ELEGANCE,"$48,800   ",29-Dec-2014,3yrs 7mths 10days,2014,"70,000 km",1,Auto,"1,598 cc",,"$61,899","$18,761","$31,330","$11,590 / year",Mid-Sized Sedan
TOYOTA WISH 1.8A (COE TILL 06/2026),"$38,800   ",11-Sep-2006,5yrs 1mth 12days,2006,"133,000 km",2,Auto,"1,794 cc",,"$48,479","$18,035","$24,824","$7,580 / year",MPV
VOLVO XC60 T5 MOMENTUM,"$209,000   ",08-Apr-2021,9yrs 10mths 20days,2020,"3,000 km",1,Auto,"1,969 cc",,"$49,778","$36,983","$82,079","$18,910 / year",SUV
MERCEDES-BENZ C-CLASS C180 AVANTGARDE,"$90,800   ",29-Sep-2015,4yrs 4mths 10days,2015,"64,000 km",2,Auto,"1,595 cc",,"$62,101","$35,294","$52,609","$16,620 / year",Luxury Sedan
MERCEDES-BENZ CLA-CLASS CLA180 SHOOTING BRAKE URBAN,"$132,800   ",22-Aug-2019,8yrs 3mths 3days,2019,"24,000 km",1,Auto,"1,595 cc",,"$27,000","$31,888","$49,801","$13,850 / year",Stationwagon
OPEL ADAM 1.4A EASYTRONIC SWINGTOP,"$52,800   ",29-Jul-2017,6yrs 2mths 10days,2016,"62,000 km",1,Auto,"1,398 cc",,"$44,002","$19,080","$34,079","$7,790 / year",Hatchback
MERCEDES-BENZ S-CLASS S450L,"$388,800   ",02-Dec-2019,8yrs 6mths 13days,2019,"19,000 km",1,Auto,"2,996 cc",,"$41,805","$98,779","$148,075","$36,730 / year",Luxury Sedan
TOYOTA VIOS 1.5A E (COE TILL 08/2023),"$19,888   ",27-Aug-2008,2yrs 3mths 8days,2008,"325,000 km",3,Auto,"1,497 cc",,"$17,099","$11,834","$3,888","$8,750 / year",Mid-Sized Sedan
AUDI S3 SEDAN 2.0A TFSI QUATTRO,"$133,000   ",29-Jan-2016,4yrs 8mths 10days,2015,"79,000 km",2,Auto,"1,984 cc",,"$54,920","$44,261","$63,596","$22,550 / year",Sports Car
MERCEDES-BENZ CLS-CLASS CLS350 SUNROOF (COE TILL 09/2030),"$125,800   ",17-Oct-2011,9yrs 4mths 12days,2011,"109,000 km",3,Auto,"3,498 cc",,"$34,935","$82,519","$32,753","$13,420 / year",Luxury Sedan
HONDA S2000 TYPE S 2.2M (COE TILL 02/2029),"$168,800   ",28-Apr-2009,7yrs 9mths 10days,2008,"107,964 km",5,Manual,"2,156 cc",,"$31,933","$44,529","$24,873","$21,670 / year",Sports Car
MERCEDES-BENZ C-CLASS C180 AVANTGARDE,"$90,800   ",29-Sep-2015,4yrs 4mths 10days,2015,"64,000 km",2,Auto,"1,595 cc",,"$62,101","$35,294","$52,609","$16,620 / year",Luxury Sedan
MERCEDES-BENZ CLA-CLASS CLA180 SHOOTING BRAKE URBAN,"$132,800   ",22-Aug-2019,8yrs 3mths 3days,2019,"24,000 km",1,Auto,"1,595 cc",,"$27,000","$31,888","$49,801","$13,850 / year",Stationwagon
OPEL ADAM 1.4A EASYTRONIC SWINGTOP,"$52,800   ",29-Jul-2017,6yrs 2mths 10days,2016,"62,000 km",1,Auto,"1,398 cc",,"$44,002","$19,080","$34,079","$7,790 / year",Hatchback
MERCEDES-BENZ S-CLASS S450L,"$388,800   ",02-Dec-2019,8yrs 6mths 13days,2019,"19,000 km",1,Auto,"2,996 cc",,"$41,805","$98,779","$148,075","$36,730 / year",Luxury Sedan
TOYOTA VIOS 1.5A E (COE TILL 08/2023),"$19,888   ",27-Aug-2008,2yrs 3mths 8days,2008,"325,000 km",3,Auto,"1,497 cc",,"$17,099","$11,834","$3,888","$8,750 / year",Mid-Sized Sedan
AUDI S3 SEDAN 2.0A TFSI QUATTRO,"$133,000   ",29-Jan-2016,4yrs 8mths 10days,2015,"79,000 km",2,Auto,"1,984 cc",,"$54,920","$44,261","$63,596","$22,550 / year",Sports Car
PORSCHE CAYMAN S 3.4A TIP (COE TILL 03/2028),"$126,000   ",02-Oct-2008,6yrs 10mths 13days,2008,"93,000 km",3,Auto,"3,387 cc",,"$44,998","$88,738","$30,932","$18,330 / year",Sports Car
BMW 2 SERIES 216D GRAN TOURER,"$76,800   ",04-Apr-2016,4yrs 10mths 16days,2016,"74,800 km",2,Auto,"1,496 cc",Diesel,"$45,504","$30,861","$39,848","$13,160 / year",MPV
MERCEDES-BENZ CLA-CLASS CLA180 SHOOTING BRAKE URBAN,"$132,800   ",22-Aug-2019,8yrs 3mths 3days,2019,"24,000 km",1,Auto,"1,595 cc",,"$27,000","$31,888","$49,801","$13,850 / year",Stationwagon
OPEL ADAM 1.4A EASYTRONIC SWINGTOP,"$52,800   ",29-Jul-2017,6yrs 2mths 10days,2016,"62,000 km",1,Auto,"1,398 cc",,"$44,002","$19,080","$34,079","$7,790 / year",Hatchback
MERCEDES-BENZ S-CLASS S450L,"$388,800   ",02-Dec-2019,8yrs 6mths 13days,2019,"19,000 km",1,Auto,"2,996 cc",,"$41,805","$98,779","$148,075","$36,730 / year",Luxury Sedan
TOYOTA VIOS 1.5A E (COE TILL 08/2023),"$19,888   ",27-Aug-2008,2yrs 3mths 8days,2008,"325,000 km",3,Auto,"1,497 cc",,"$17,099","$11,834","$3,888","$8,750 / year",Mid-Sized Sedan
AUDI S3 SEDAN 2.0A TFSI QUATTRO,"$133,000   ",29-Jan-2016,4yrs 8mths 10days,2015,"79,000 km",2,Auto,"1,984 cc",,"$54,920","$44,261","$63,596","$22,550 / year",Sports Car
PORSCHE CAYMAN S 3.4A TIP (COE TILL 03/2028),"$126,000   ",02-Oct-2008,6yrs 10mths 13days,2008,"93,000 km",3,Auto,"3,387 cc",,"$44,998","$88,738","$30,932","$18,330 / year",Sports Car
TOYOTA SIENTA 1.5A X,"$69,800   ",06-Apr-2017,5yrs 10mths 18days,2016,"57,000 km",2,Auto,"1,496 cc",,"$51,765","$19,522","$37,605","$11,050 / year",MPV
MERCEDES-BENZ GLC-CLASS GLC43 COUPE AMG 4MATIC PREMIUM SUNROOF,"$234,988   ",10-Aug-2018,7yrs 2mths 22days,2017,"39,000 km",1,Auto,"2,996 cc",,"$33,900","$74,296","$103,819","$25,180 / year",SUV
FERRARI PORTOFINO 3.9A,"$838,000   ",22-Nov-2018,7yrs 6mths 3days,2018,"10,000 km",2,Auto,"3,855 cc",,"$32,001","$250,443","$341,156","$83,350 / year",Sports Car
MERCEDES-BENZ C-CLASS C200K AMG (COE TILL 01/2029),"$88,888   ",05-Jan-2009,7yrs 7mths 17days,2008,"210,000 km",2,Auto,"1,796 cc",,"$31,335","$37,586","$23,935","$11,640 / year",Luxury Sedan
MERCEDES-BENZ E-CLASS E180 AVANTGARDE,"$189,800   ",15-Jul-2020,9yrs 1mth 26days,2019,"6,200 km",1,Auto,"1,497 cc",,"$35,889","$46,345","$75,542","$17,610 / year",Luxury Sedan
BENTLEY CONTINENTAL GT CABRIOLET 4.0A V8,"$859,800   ",12-Nov-2020,9yrs 5mths 24days,2020,88 km,1,Auto,"3,996 cc",,"$39,500","$243,370","$345,037","$68,990 / year",Sports Car
MAZDA 3 1.5A,"$60,800   ",16-Jan-2017,5yrs 7mths 28days,2016,"69,000 km",3,Auto,"1,496 cc",,"$50,951","$14,777","$36,200","$9,870 / year",Mid-Sized Sedan
MAZDA 3 1.5A,"$60,800   ",12-Jan-2017,5yrs 7mths 24days,2016,"70,000 km",3,Auto,"1,496 cc",,"$50,951","$14,777","$36,144","$9,890 / year",Mid-Sized Sedan
HONDA CROSSROAD 1.8A L (COE TILL 03/2029),"$58,800   ",17-Mar-2009,7yrs 9mths 26days,2008,"150,000 km",4,Auto,"1,799 cc",,"$33,018","$22,738","$25,863","$7,510 / year",SUV
MERCEDES-BENZ E-CLASS E200 AMG EDITION E SUNROOF,"$118,800   ",23-Mar-2016,4yrs 10mths 4days,2015,"75,000 km",2,Auto,"1,991 cc",,"$57,501","$51,956","$73,733","$17,750 / year",Luxury Sedan
BMW ALPINA B4 S BI-TURBO COUPE,"$288,888   ",29-Dec-2017,6yrs 7mths 10days,2017,"6,500 km",1,Auto,"2,979 cc",,"$54,334","$121,463","$178,925","$29,260 / year",Sports Car
MERCEDES-BENZ GLC-CLASS GLC250D COUPE AMG LINE 4MATIC,"$168,888   ",28-Dec-2017,6yrs 7mths 9days,2017,"35,000 km",1,Auto,"2,143 cc",Diesel,"$53,711","$53,813","$87,171","$20,330 / year",SUV
AUDI TT ROADSTER 2.0A TFSI (COE TILL 09/2030),"$81,999   ",13-May-2011,9yrs 4mths 12days,2010,"120,000 km",4,Auto,"1,984 cc",,"$34,935","$54,487","$32,753","$8,750 / year",Sports Car
VOLKSWAGEN SCIROCCO 1.4A TSI,"$34,800   ",05-Oct-2012,1yr 4mths 16days,2012,"159,700 km",1,Auto,"1,390 cc",,"$69,000","$26,181","$23,927","$15,720 / year",Sports Car
VOLVO S60 DIESEL D2,"$60,000   ",16-Apr-2015,3yrs 10mths 28days,2015,"17,700 km",1,Auto,"1,560 cc",Diesel,"$67,749","$29,416","$38,325","$13,010 / year",Luxury Sedan
TOYOTA SIENTA 1.5A G,"$57,800   ",24-Jun-2016,5yrs 1mth 5days,2015,"180,800 km",1,Auto,"1,496 cc",,"$55,200","$23,026","$38,837","$9,930 / year",MPV
PORSCHE CAYENNE DIESEL 3.0A TIP,"$180,000   ",02-Feb-2015,3yrs 8mths 14days,2014,"99,600 km",3,Auto,"2,967 cc",Diesel,"$76,889","$87,254","$112,431","$31,100 / year",SUV
AUDI TT ROADSTER 2.0A TFSI (COE TILL 09/2030),"$81,999   ",13-May-2011,9yrs 4mths 12days,2010,"120,000 km",4,Auto,"1,984 cc",,"$34,935","$54,487","$32,753","$8,750 / year",Sports Car
VOLKSWAGEN SCIROCCO 1.4A TSI,"$34,800   ",05-Oct-2012,1yr 4mths 16days,2012,"159,700 km",1,Auto,"1,390 cc",,"$69,000","$26,181","$23,927","$15,720 / year",Sports Car
VOLVO S60 DIESEL D2,"$60,000   ",16-Apr-2015,3yrs 10mths 28days,2015,"17,700 km",1,Auto,"1,560 cc",Diesel,"$67,749","$29,416","$38,325","$13,010 / year",Luxury Sedan
MERCEDES-BENZ GLC-CLASS GLC43 COUPE AMG 4MATIC PREMIUM SUNROOF,"$234,988   ",10-Aug-2018,7yrs 2mths 22days,2017,"39,000 km",1,Auto,"2,996 cc",,"$33,900","$74,296","$103,819","$25,180 / year",SUV
